,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
622,622,1888,Kylie Strom,75,73,49,68,66,75,75,74,73,52,46,53,51,46,46,60,67,46,76,66,66,63,60,44,76,74,67,76,69,74,77,74,79,78,73,74,CB,3,2,Left,"173cm / 5'8""",58kg / 128lb,LB,31,United States,NWSL,Orlando Pride,"Anticipate, Block",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kylie-strom/267309,,,,,
623,623,1888,Maria Thorisdottir,75,44,32,59,60,76,78,40,48,28,25,41,38,31,40,56,49,26,73,68,25,56,44,33,73,72,73,74,69,79,76,73,73,63,88,75,CB,4,2,Right,"171cm / 5'7""",68kg / 150lb,"RB, LB",31,Norway,Barclays WSL,Brighton,Aerial,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-thorisdottir/233330,,,,,
624,624,1888,Valedezate,75,74,50,61,64,75,75,72,75,35,50,49,50,55,55,45,40,35,85,65,49,55,68,70,60,78,60,74,80,72,75,76,88,70,78,69,CB,2,2,Right,"180cm / 5'11""",70kg / 154lb,CDM,24,Spain,Calcio A Femminile,Roma,"Aerial, Anticipate, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valedezate/272122,,,,,
625,625,1888,Amalie Vangsgaard,75,71,75,66,68,49,65,62,79,78,78,69,74,72,71,68,57,61,73,58,66,70,48,35,70,77,70,48,79,45,47,37,81,67,74,37,ST,3,3,Right,"182cm / 6'0""",57kg / 126lb,RW,27,Denmark,Calcio A Femminile,Juventus,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amalie-vangsgaard/273099,,,,,
626,626,1888,Justine Vanhaevermaet,75,42,69,72,71,73,78,51,35,77,67,70,75,57,66,76,64,53,77,76,64,76,53,32,71,76,75,71,77,69,76,71,82,78,85,59,CM,4,3,Right,"185cm / 6'1""",72kg / 159lb,CB,32,Belgium,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justine-vanhaevermaet/261786,,,,,
627,627,1888,Ally Watt,75,84,72,63,69,42,64,81,87,77,74,71,68,68,67,49,51,59,77,66,57,68,72,41,76,75,66,38,71,40,38,37,87,39,76,61,ST,3,2,Right,"173cm / 5'8""",59kg / 130lb,RM,27,United States,NWSL,Orlando Pride,Quick Step,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ally-watt/267213,,,,,
628,628,1888,Ryan Williams,75,74,50,71,71,71,68,73,75,58,48,51,52,57,44,67,74,49,74,70,69,68,73,74,72,74,72,70,68,71,72,73,74,78,65,62,RB,3,2,Right,"168cm / 5'6""",55kg / 121lb,,28,United States,NWSL,NC Courage,"Anticipate, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-williams/267247,,,,,
629,629,1888,Pia-Sophie Wolter,75,77,71,62,77,72,74,77,77,68,70,75,74,71,62,62,73,57,65,44,65,77,66,69,79,83,70,72,73,77,70,65,86,80,76,56,RB,3,3,Right,"167cm / 5'6""",62kg / 137lb,RM,26,Germany,GPFBL,Frankfurt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pia-sophie-wolter/264975,,,,,
630,630,1888,McCall Zerboni,75,52,61,68,72,73,73,50,54,57,56,71,62,59,63,72,48,59,79,75,52,69,62,78,67,78,78,72,64,79,73,68,68,72,74,75,CDM,4,3,Right,"163cm / 5'4""",58kg / 128lb,CM,37,United States,NWSL,NJ/NY Gotham,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mc-call-zerboni/243770,,,,,
631,631,1888,Maite Zubieta,75,68,57,70,62,72,63,63,72,60,55,60,58,55,53,60,60,50,82,80,59,50,71,55,70,77,65,71,55,72,77,74,62,68,59,65,CDM,3,2,Right,"173cm / 5'8""",57kg / 126lb,"CB, CM",20,Spain,Liga F,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maite-zubieta/272127,,,,,
632,632,2318,Kerry Abello,74,68,64,71,74,71,66,70,66,65,67,64,67,46,46,68,72,55,76,68,67,74,67,72,77,76,68,73,64,68,75,70,69,74,60,68,LB,3,2,Left,"163cm / 5'4""",56kg / 123lb,CDM,24,United States,NWSL,Orlando Pride,Anticipate,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kerry-abello/267519,,,,,
633,633,2318,Marie-Yasmine Alidou,74,73,73,72,74,42,62,74,72,71,78,70,68,65,74,72,66,65,78,69,60,75,69,74,66,77,69,38,78,34,43,36,81,62,62,59,CAM,5,3,Right,"160cm / 5'3""",65kg / 143lb,"LW, ST",29,Canada,Liga Portugal Feminino,SL Benfica,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marie-yasmine-alidou/267529,,,,,
634,634,2318,Andrea Álvarez,74,74,77,63,74,41,69,75,73,79,80,70,80,72,65,61,59,68,70,51,69,75,69,67,66,77,71,34,68,32,44,42,76,75,69,62,ST,3,2,Right,"165cm / 5'5""",55kg / 121lb,,21,Guatemala,Liga F,SD Eibar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-alvarez/275589,,,,,
635,635,2318,Bernadette Amani,74,64,47,68,70,74,71,68,60,69,42,65,35,51,45,72,66,47,72,71,45,66,79,72,75,72,71,69,51,80,80,75,71,72,79,51,CDM,3,2,Right,"164cm / 5'5""",60kg / 132lb,CM,27,Côte d'Ivoire,Liga F,SD Eibar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bernadette-amani/276519,,,,,
636,636,2318,Amira Arfaoui,74,78,70,71,76,50,67,82,75,80,74,65,68,70,61,70,70,62,78,62,62,77,76,72,77,78,65,45,63,44,53,54,77,66,66,69,ST,3,3,Right,"160cm / 5'3""",56kg / 123lb,LM,25,Switzerland,GPFBL,SV Werder Bremen,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amira-arfaoui/264907,,,,,
637,637,2318,Dorian Bailey,74,73,63,70,72,71,76,74,73,64,61,67,65,59,51,69,61,57,77,75,52,70,57,75,73,79,81,72,57,70,75,74,75,83,75,68,CM,3,3,Right,"160cm / 5'3""",56kg / 123lb,,27,United States,NWSL,Bay FC,"Press Proven, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dorian-bailey/267250,,,,,
638,638,2318,Maike Berentzen,74,68,65,74,71,69,73,68,68,76,66,69,63,48,55,73,74,69,77,75,62,69,70,69,76,74,70,73,54,74,67,69,71,74,77,60,LM,2,3,Left,"170cm / 5'7""",63kg / 139lb,"RM, LW",27,Germany,GPFBL,SGS Essen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maike-berentzen/265049,,,,,
639,639,2318,Croix Bethune,74,71,71,71,75,55,60,74,68,75,74,72,68,54,55,72,70,66,72,70,66,77,75,69,74,77,56,67,50,50,54,52,65,67,60,50,CAM,4,4,Left,"160cm / 5'3""",56kg / 123lb,,23,United States,NWSL,Washington Spirit,"Flair, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/croix-bethune/279812,,,,,
640,640,2318,Michelle Betos,74,73,74,70,75,38,74,37,40,10,8,53,11,7,18,32,14,13,27,24,11,11,47,53,69,14,39,8,14,16,13,11,61,34,62,21,GK,2,1,Right,"173cm / 5'8""",64kg / 141lb,,36,United States,NWSL,NJ/NY Gotham,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michelle-betos/267348,73.0,74.0,70.0,74.0,75.0
641,641,2318,Gemma Bonner,74,46,47,44,58,76,74,41,50,39,48,57,43,22,49,41,27,24,63,38,27,51,48,59,77,68,64,74,68,83,74,69,72,51,87,71,CB,4,2,Right,"178cm / 5'10""",67kg / 148lb,,33,England,Barclays WSL,Liverpool,Aerial,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gemma-bonner/227243,,,,,
642,642,2318,Michaela Brandenburg,74,65,53,67,64,74,76,66,65,57,52,61,48,34,60,66,61,50,71,73,59,60,59,73,72,70,64,73,73,78,72,73,81,72,79,73,CB,2,2,Right,"169cm / 5'7""",60kg / 132lb,RB,26,Germany,GPFBL,SV Werder Bremen,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michaela-brandenburg/265166,,,,,
643,643,2318,Belle Briede,74,48,67,69,74,67,59,50,47,74,66,67,73,53,62,77,51,64,76,70,55,73,73,69,76,77,76,73,54,65,70,65,52,74,50,63,CM,3,3,Right,"168cm / 5'6""",59kg / 130lb,CAM,25,United States,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/belle-briede/267379,,,,,
644,644,2318,Courtney Brosnan,74,70,71,66,77,41,75,42,40,13,8,50,14,9,23,46,13,16,30,35,17,19,38,53,76,25,42,9,7,10,11,12,65,25,72,21,GK,3,1,Right,"175cm / 5'9""",73kg / 161lb,,28,Republic of Ireland,Barclays WSL,Everton,"Deflector, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/courtney-brosnan/265331,70.0,71.0,66.0,75.0,77.0
645,645,2318,Jody Brown,74,76,69,67,73,43,60,75,77,79,76,66,64,54,52,74,72,45,65,66,49,71,78,83,73,73,70,21,63,22,66,65,70,78,58,39,RM,4,3,Left,"163cm / 5'4""",57kg / 126lb,"LM, RW",22,Jamaica,Liga Portugal Feminino,SL Benfica,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jody-brown/246223,,,,,
646,646,2318,Laurie Cance,74,75,69,74,74,56,74,73,77,74,70,68,68,69,71,79,69,71,76,71,65,74,71,76,73,75,72,58,51,53,63,49,67,89,66,77,CM,4,3,Right,"168cm / 5'6""",65kg / 143lb,CAM,29,France,Arkema PL,Havre AC,"Anticipate, Block, Bruiser, Incisive Pass, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laurie-cance/268640,,,,,
647,647,2318,Cindy Caputo,74,76,74,70,76,45,67,74,77,75,77,72,73,64,70,65,69,70,75,62,75,77,69,70,69,79,72,46,57,42,45,38,72,72,69,52,LM,3,4,Left,"168cm / 5'6""",57kg / 126lb,"RM, LW",25,France,Arkema PL,AS Saint Étienne,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cindy-caputo/265968,,,,,
648,648,2318,Lice Chamorro,74,82,74,66,70,48,85,81,82,75,75,75,75,59,80,65,60,70,75,50,77,62,80,82,69,77,60,45,70,50,45,35,87,84,84,89,ST,4,3,Right,"172cm / 5'8""",59kg / 130lb,,25,Paraguay,Liga F,RCD Espanyol,"Finesse Shot, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lice-chamorro/272266,,,,,
649,649,2318,Kenza Chapelle,74,60,76,62,72,34,61,54,65,78,78,75,75,68,62,57,53,69,74,49,58,71,57,74,73,80,60,25,74,29,34,26,72,63,67,42,ST,3,3,Right,"165cm / 5'5""",59kg / 130lb,CAM,22,Morocco,Arkema PL,Strasbourg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kenza-chapelle/264977,,,,,
650,650,2318,Remina Chiba,74,83,80,60,73,22,54,80,85,77,83,79,78,76,65,62,43,66,70,56,52,72,82,86,69,73,60,20,58,18,19,15,70,66,58,27,ST,4,3,Right,"162cm / 5'4""",57kg / 126lb,,25,Japan,GPFBL,Frankfurt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remina-chiba/275904,,,,,
651,651,2318,Silke Demeyere,74,67,67,72,77,71,65,66,67,67,65,75,70,51,63,70,72,68,73,71,72,77,81,89,72,74,72,75,60,72,72,68,60,84,49,83,LB,3,3,Left,"158cm / 5'2""",48kg / 106lb,CM,32,Belgium,Arkema PL,Havre AC,"Block, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/silke-demeyere/270612,,,,,
652,652,2318,Mariam Diakité,74,61,51,52,51,76,66,49,70,40,37,86,55,34,54,39,35,66,69,51,41,44,35,64,71,58,66,71,76,76,78,76,73,50,69,77,CB,3,2,Right,"169cm / 5'7""",61kg / 134lb,,29,Côte d'Ivoire,Arkema PL,FC Fleury 91,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mariam-diakite/268988,,,,,
653,653,2318,Pauleta,74,67,72,74,73,71,67,64,70,73,67,82,78,58,65,77,68,57,79,75,71,76,62,59,71,76,72,75,68,69,72,69,70,77,63,65,CDM,3,3,Right,"171cm / 5'7""",61kg / 134lb,CM,27,Spain,Liga Portugal Feminino,SL Benfica,Power Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pauleta/275932,,,,,
654,654,2318,Lisa Doorn,74,54,56,60,61,73,76,55,54,24,60,61,55,29,60,30,53,47,79,69,52,58,37,50,73,72,69,73,75,78,70,69,81,63,85,69,CB,3,2,Left,"183cm / 6'0""",69kg / 152lb,,23,Holland,GPFBL,TSG Hoffenheim,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-doorn/265703,,,,,
655,655,2318,Imani Dorsey,74,70,46,63,68,73,62,70,70,41,44,49,50,45,43,51,73,58,67,58,67,68,64,46,72,74,67,70,68,73,76,79,69,66,58,63,LB,3,3,Left,"170cm / 5'7""",62kg / 137lb,,28,United States,NWSL,Utah Royals FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/imani-dorsey/266092,,,,,
656,656,2318,Salomé Elisor,74,69,68,73,75,66,73,73,66,68,65,75,71,55,58,79,59,58,78,77,65,75,69,68,68,79,76,68,75,65,64,57,79,71,67,87,CM,4,2,Right,"174cm / 5'9""",62kg / 137lb,,27,France,Arkema PL,Havre AC,"Aerial, Bruiser, First Touch, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/salome-elisor/270619,,,,,
657,657,2318,Estella,74,68,49,65,71,73,79,69,67,62,45,60,42,48,65,65,71,48,65,65,60,70,81,71,71,70,70,75,65,77,71,74,79,75,81,81,RB,3,3,Right,"170cm / 5'7""",63kg / 139lb,CB,30,Spain,Liga F,UD Tenerife,"Block, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/estella/272229,,,,,
658,658,2318,Bayley Feist,74,80,67,70,75,71,57,81,80,77,71,61,67,52,66,77,53,60,78,75,57,74,76,63,75,79,68,69,58,75,73,71,65,60,48,75,CDM,3,3,Right,"168cm / 5'6""",59kg / 130lb,CM,27,United States,NWSL,KC Current,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bayley-feist/267254,,,,,
659,659,2318,Megan Finnigan,74,60,43,65,61,74,72,59,61,41,34,58,45,44,50,58,43,59,79,73,60,56,61,51,71,68,73,71,73,77,73,76,77,68,74,73,CB,3,2,Right,"174cm / 5'9""",59kg / 130lb,,26,England,Barclays WSL,Everton,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-finnigan/265334,,,,,
660,660,2318,Paula Flach,74,71,52,71,69,76,68,73,70,55,52,49,49,63,55,64,73,59,77,68,66,65,65,59,76,76,65,75,74,77,76,75,78,71,64,73,CB,2,2,Left,"163cm / 5'4""",56kg / 123lb,LB,21,Germany,GPFBL,SGS Essen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-flach/271819,,,,,
661,661,2318,Melissa Friedrich,74,45,47,56,60,75,73,36,53,30,46,57,43,32,60,29,40,50,75,69,65,55,48,63,72,68,64,70,70,76,79,77,66,70,74,75,CB,2,2,Right,"173cm / 5'8""",62kg / 137lb,CDM,27,Germany,GPFBL,Leverkusen,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melissa-friedrich/264926,,,,,
662,662,2318,Vanessa Fürst,74,58,49,65,69,76,70,56,60,62,52,44,38,55,62,60,65,41,71,69,46,68,61,87,73,71,60,74,70,78,78,75,72,62,72,76,CB,2,3,Right,"163cm / 5'4""",58kg / 128lb,CDM,22,Germany,GPFBL,SGS Essen,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-furst/271837,,,,,
663,663,2318,Débora,74,72,57,71,70,71,61,74,70,70,59,61,40,65,69,69,70,42,80,66,61,69,72,79,71,70,71,74,69,74,70,65,69,80,54,55,RB,3,3,Right,"168cm / 5'6""",52kg / 115lb,LB,34,Spain,Liga F,Sevilla FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/debora/228626,,,,,
664,664,2318,Violeta Quiles,74,82,68,68,77,61,64,82,82,70,70,72,65,62,55,69,70,65,70,60,66,75,82,76,65,80,71,41,55,71,70,50,74,74,65,45,LM,3,3,Left,"165cm / 5'5""",59kg / 130lb,"LB, LW",24,Spain,Liga F,Real Sociedad,"Block, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/violeta-quiles/272025,,,,,
665,665,2318,Ryan Gareis,74,69,68,72,73,48,71,70,69,70,71,62,67,59,67,70,74,58,76,67,68,76,72,31,72,78,68,46,64,52,41,42,72,73,70,72,LM,3,3,Right,"170cm / 5'7""",61kg / 134lb,LW,25,United States,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-gareis/267286,,,,,
666,666,2318,Luca Graf,74,67,63,72,71,65,69,68,67,77,68,57,52,62,65,75,66,66,76,73,66,74,47,69,78,75,68,71,60,60,68,59,70,74,69,63,CM,2,3,Left,"160cm / 5'3""",55kg / 121lb,CDM,25,Germany,GPFBL,RB Leipzig,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-graf/265016,,,,,
667,667,2318,Lisanne Gräwe,74,55,64,71,75,59,62,70,43,69,64,60,69,58,60,77,54,61,79,74,68,78,76,56,73,76,65,72,39,55,67,43,58,68,65,50,CM,3,3,Right,"161cm / 5'3""",56kg / 123lb,CDM,21,Germany,GPFBL,Frankfurt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisanne-grawe/264925,,,,,
668,668,2318,Alicia-Sophie Gudorf,74,76,44,64,69,73,73,73,79,48,43,50,41,35,45,55,66,42,73,64,48,68,70,70,68,70,66,70,64,77,73,80,79,64,77,74,RB,3,2,Right,"158cm / 5'2""",54kg / 119lb,RM,23,Germany,GPFBL,SC Freiburg,Anticipate,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alicia-sophie-gudorf/265083,,,,,
669,669,2318,Madison Haley,74,80,73,59,68,35,68,81,79,73,78,76,62,75,66,62,51,60,65,61,29,70,56,40,69,73,76,19,78,22,40,45,92,63,80,37,ST,3,3,Right,"170cm / 5'7""",64kg / 141lb,RW,25,United States,Barclays WSL,Brighton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/madison-haley/276846,,,,,
670,670,2318,Sophie Román Haug,74,73,73,62,70,40,69,74,73,73,73,75,74,68,68,65,58,63,64,59,63,70,59,60,72,75,66,32,81,35,39,31,88,73,75,42,ST,3,3,Right,"178cm / 5'10""",68kg / 150lb,,25,Norway,Barclays WSL,Liverpool,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophie-roman-haug/266975,,,,,
671,671,2318,Janina Hechler,74,81,49,67,66,71,74,79,82,55,39,67,49,49,55,63,61,46,73,73,63,60,75,69,78,70,66,68,66,75,70,71,79,77,71,78,LB,3,3,Right,"174cm / 5'9""",65kg / 143lb,"RB, CB",25,Germany,GPFBL,1. FC Köln,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/janina-hechler/264938,,,,,
672,672,2318,Karen Holmgaard,74,57,55,68,64,75,74,54,60,50,56,56,53,43,59,70,52,55,79,74,40,62,56,39,67,71,72,71,77,75,76,74,79,67,76,76,CDM,3,2,Right,"180cm / 5'11""",63kg / 139lb,"CM, CB",25,Denmark,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karen-holmgaard/265012,,,,,
673,673,2318,Natalie Jacobs,74,75,47,63,65,75,68,76,74,25,44,57,54,32,40,33,68,47,77,70,69,65,40,60,71,75,55,75,75,76,74,75,80,71,64,73,CB,3,2,Right,"173cm / 5'8""",64kg / 141lb,RB,27,United States,NWSL,Houston Dash,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/natalie-jacobs/268012,,,,,
674,674,2318,Celia,74,65,47,66,68,76,79,63,66,52,44,53,48,39,45,68,65,41,69,65,61,66,70,58,73,72,68,74,68,79,76,78,79,74,84,73,RB,3,3,Right,"168cm / 5'6""",62kg / 137lb,,29,Spain,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celia/227208,,,,,
675,675,2318,Grace Kazadi,74,73,47,66,72,71,67,75,71,61,45,58,42,40,41,55,71,35,75,64,61,69,73,76,73,75,68,71,65,70,75,69,74,71,66,65,RB,3,2,Right,"163cm / 5'4""",58kg / 128lb,,23,France,Arkema PL,En Avant Guingamp,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grace-kazadi/265096,,,,,
676,676,2318,Missy Bo Kearns,74,74,68,77,75,60,67,75,73,75,69,66,70,65,59,77,76,74,79,73,75,77,77,60,69,78,60,58,51,59,66,62,68,76,66,59,CM,3,3,Right,"167cm / 5'6""",58kg / 128lb,,23,England,Barclays WSL,Aston Villa,"Incisive Pass, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/missy-bo-kearns/266918,,,,,
677,677,2318,Tziarra King,74,89,68,68,73,43,72,90,88,74,65,77,62,72,63,61,67,61,75,67,65,72,86,62,74,73,68,47,54,42,39,38,78,74,72,68,LM,3,4,Right,"172cm / 5'8""",63kg / 139lb,LW,26,United States,NWSL,Seattle Reign,Quick Step,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tziarra-king/267206,,,,,
678,678,2318,Lize Kop,74,75,66,72,74,30,77,27,34,10,8,54,9,7,13,25,12,12,23,18,14,10,39,51,73,18,32,11,16,15,14,15,43,30,32,25,GK,3,1,Right,"173cm / 5'8""",64kg / 141lb,,26,Holland,Barclays WSL,Leicester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lize-kop/244058,75.0,66.0,72.0,77.0,74.0
679,679,2318,Eva Kouache,74,78,49,63,67,70,59,82,74,54,49,57,42,39,40,52,67,38,72,58,64,64,68,72,65,70,61,74,63,69,70,72,68,85,49,51,RB,3,2,Right,"163cm / 5'4""",53kg / 117lb,,24,France,Arkema PL,Havre AC,"Block, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eva-kouache/270895,,,,,
680,680,2318,Tereza Krejčiříková,74,69,47,66,64,71,73,69,69,38,41,57,52,41,64,65,53,63,74,71,62,59,58,63,77,71,72,75,65,72,71,69,75,72,73,76,CDM,3,3,Right,"165cm / 5'5""",62kg / 137lb,"CM, CAM",28,Czech Republic,Ceska Liga Žen,Slavia Praha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tereza-krejcirikova/275820,,,,,
681,681,2318,Anissa Lahmari,74,71,71,72,77,64,65,74,69,74,80,56,68,59,65,75,71,69,73,70,61,78,75,74,71,78,77,70,50,61,70,55,66,75,62,61,CM,3,3,Right,"166cm / 5'5""",59kg / 130lb,"CAM, CDM",27,Morocco,Liga F,Levante UD,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anissa-lahmari/265906,,,,,
682,682,2318,Hayley Lauder,74,77,65,73,72,68,66,76,77,73,66,65,66,50,59,73,75,60,78,72,53,73,68,75,72,75,58,72,69,57,75,66,76,73,65,55,CM,3,3,Left,"170cm / 5'7""",62kg / 137lb,LM,34,Scotland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hayley-lauder/245891,,,,,
683,683,2318,Carrie Lawrence,74,67,42,63,62,75,68,64,69,47,39,49,44,32,40,57,65,39,70,62,59,57,58,66,72,66,67,76,71,74,76,75,79,47,76,72,CB,3,2,Right,"170cm / 5'7""",60kg / 132lb,,27,United States,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carrie-lawrence/267304,,,,,
684,684,2318,Lee Young Ju,74,48,34,65,58,71,67,45,51,49,32,41,28,35,41,62,47,40,80,77,38,48,58,75,64,69,60,73,48,72,78,68,54,68,64,76,CDM,3,2,Right,"163cm / 5'4""",54kg / 119lb,CM,32,Korea Republic,Liga F,Levante Badalona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lee-young-ju/227674,,,,,
685,685,2318,Vanessa Leimenstoll,74,79,71,67,73,45,63,75,83,78,73,68,68,75,62,60,63,61,79,55,61,74,70,65,79,75,66,42,66,42,41,48,78,49,72,56,ST,2,3,Right,"167cm / 5'6""",58kg / 128lb,RM,23,Germany,GPFBL,1. FC Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vanessa-leimenstoll/265006,,,,,
686,686,2318,Janina Leitzig,74,73,71,74,74,37,76,38,36,14,11,56,10,11,25,64,10,12,36,35,11,15,40,35,72,23,48,16,9,17,15,12,65,25,74,18,GK,3,1,Right,"184cm / 6'0""",72kg / 159lb,,25,Germany,Barclays WSL,Leicester City,"Far Reach, Far Throw, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/janina-leitzig/264889,73.0,71.0,74.0,76.0,74.0
687,687,2318,Romée Leuchter,74,74,74,58,74,27,69,75,73,78,77,72,72,68,63,61,41,57,74,50,30,75,68,68,73,78,60,21,69,25,19,23,77,66,70,68,ST,3,3,Right,"174cm / 5'9""",60kg / 132lb,LW,23,Holland,Arkema PL,Paris SG,"Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/romee-leuchter/267531,,,,,
688,688,2318,María Llompart,74,78,71,72,77,67,74,76,80,70,74,70,69,60,75,75,65,69,80,65,65,75,81,82,70,79,71,75,59,67,65,61,78,73,76,70,CM,3,4,Right,"161cm / 5'3""",55kg / 121lb,CAM,23,Spain,Liga F,Levante Badalona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-llompart/272148,,,,,
689,689,2318,Joanne Love,74,66,68,69,73,70,63,65,66,69,72,69,70,40,55,72,56,51,80,75,37,75,60,80,77,76,55,76,70,60,75,69,70,60,62,68,CM,3,3,Right,"160cm / 5'3""",60kg / 132lb,"CDM, RM",38,Scotland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joanne-love/245888,,,,,
690,690,2318,Sofia Manner,74,74,73,71,73,34,74,33,35,4,8,53,7,6,16,36,10,12,21,28,10,12,40,42,70,15,37,12,12,6,13,10,46,19,38,24,GK,3,1,Right,"185cm / 6'1""",70kg / 154lb,,27,Finland,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-manner/279516,74.0,73.0,71.0,74.0,73.0
691,691,2318,Héloïse Mansuy,74,69,38,61,65,75,74,67,71,43,32,47,41,33,41,47,50,53,77,67,41,61,64,65,73,70,68,73,72,76,77,74,79,75,74,72,CB,3,2,Right,"168cm / 5'6""",54kg / 119lb,,27,France,Arkema PL,Havre AC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/heloise-mansuy/267652,,,,,
